Model,Description,Prefix,Design,Size
SLTHUT116,"Utility Tongs, 16""L, flat spring action, locking ring, heavy duty, stainless steel (12 each minimum order)",SLTHUT,,
SLTHUT210,"Utility Tongs, 9-1/2""L, coiled spring action, extra-heavy duty, stainless steel (12 each minimum order)",SLTHUT,,
SLTHUT212,"Utility Tongs, 12""L, coiled spring action, extra-heavy duty, stainless steel (12 each minimum order)",SLTHUT,,
SLTHUT216,"Utility Tongs, 16""L, coiled spring action, extra-heavy duty, stainless steel (12 each minimum order)",SLTHUT,,
SLTHUT507,"Utility Tongs, 7""L, locking ring, non-slip silicone tips, stainless steel (24 each minimum order)",SLTHUT,,
SLTHUT610,"Utility Tongs, 9""L, locking clip, non-slip silicone tips and grip, stainless steel (12 each minimum order)",SLTHUT,,
SLTHUT612,"Utility Tongs, 12""L, locking clip, non-slip silicone tips and grip, stainless steel (12 each minimum order)",SLTHUT,,
SLTL001,"Ladle, 1/2 oz. capacity, two-piece construction, hooked handle, stainless steel (12 each minimum order)",SLTL,,
SLTL002,"Ladle, 1 oz. capacity, two-piece construction, hooked handle, stainless steel (12 each minimum order)",SLTL,,
SLTL003,"Ladle, 2 oz. capacity, two-piece construction, hooked handle, stainless steel (12 each minimum order)",SLTL,,
SLTL004,"Ladle, 3 oz. capacity, two-piece construction, hooked handle, stainless steel (12 each minimum order)",SLTL,,
SLTL005,"Ladle, 4 oz. capacity, two-piece construction, hooked handle, stainless steel (12 each minimum order)",SLTL,,
SLTL006,"Ladle, 6 oz. capacity, two-piece construction, hooked handle, stainless steel (12 each minimum order)",SLTL,,
SLTL007,"Ladle, 8 oz. capacity, two-piece construction, hooked handle, stainless steel (12 each minimum order)",SLTL,,
SLTL008,"Ladle, 10 oz. capacity, two-piece construction, hooked handle, stainless steel (12 each minimum order)",SLTL,,
SLTL009,"Ladle, 12 oz. capacity, two-piece construction, hooked handle, stainless steel (6 each minimum order)",SLTL,,
SLTL010,"Ladle, 16 oz. capacity, two-piece construction, hooked handle, stainless steel (6 each minimum order)",SLTL,,
SLTL011,"Ladle, 24 oz. capacity, two-piece construction, hooked handle, stainless steel (6 each minimum order)",SLTL,,
SLTL012,"Ladle, 32 oz. capacity, two-piece construction, hooked handle, stainless steel (6 each minimum order)",SLTL,,
SLTMA012,"Potato Masher, 12""L, square face, wooden handle, stainless steel (12 each minimum order)",SLTM,,
SLTMA018,"Potato Masher, 18""L, square face, wooden handle, stainless steel (12 each minimum order)",SLTM,,
SLTMA018C,"Potato Masher, 18""L, square face, soft grip handle, chrome plated (12 each minimum order)",SLTM,,
SLTMA024,"Potato Masher, 24""L, square face, wooden handle, stainless steel (12 each minimum order)",SLTM,,
SLTMA024C,"Potato Masher, 24""L, square face, soft grip handle, chrome plated (12 each minimum order)",SLTM,,
SLTO18,"Tostada Shell Basket,19-3/8""L x 6-1/4"" x 7-3/5""H,18 slots, heavy duty, nickel plated basket, stainless steel framework and dividers",SLTO,,
SLTR012F,"Taco Holder, 1-2 compartments, stainless steel (12 each minimum order)",SLTR,,
SLTR012W,"Taco Holder, 1-2 compartments, wire, stainless steel (12 each minimum order)",SLTR,,
SLTR023F,"Taco Holder, 2-3 compartments, stainless steel (12 each minimum order)",SLTR,,
SLTR023W,"Taco Holder, 2-3 compartments, wire, stainless steel (12 each minimum order)",SLTR,,
SLTR034F,"Taco Holder, 3-4 compartments, stainless steel (12 each minimum order)",SLTR,,
SLTR034W,"Taco Holder, 3-4 compartments, wire, stainless steel (12 each minimum order)",SLTR,,
SLTR045F,"Taco Holder, 4-5 compartments, stainless steel (12 each minimum order)",SLTR,,
SLTS001,"Tray Stand, folding, 2 nylon straps, metal tubing, chrome plated",SLTS0,,
SLTS002,"Tray Stand, folding, double bar, 2 nylon straps, metal tubing, chrome plated",SLTS0,,
SLTS3151,"Table Tent Sign, ""Blank"", 3""L x 1-1/2""H, stainless steel (24 each minimum order)",SLTS3,,
SLTS3152,"Table Tent Sign, ""Hot Tea"", 3""L x 1-1/2""H, stainless steel (24 each minimum order)",SLTS3,,
SLTS3153,"Table Tent Sign, ""Decaf"", 3""L x 1-1/2""H, stainless steel (24 each minimum order)",SLTS3,,
SLTS3154,"Table Tent Sign, ""Coffee"", 3""L x 1-1/2""H, stainless steel (24 each minimum order)",SLTS3,,
SLTS3155,"Table Tent Sign, ""Hot Water"", 3""L x 1-1/2""H, stainless steel (24 each minimum order)",SLTS3,,
SLTS3156,"Table Tent Sign, ""Iced Tea"", 3""L x 1-1/2""H, stainless steel (24 each minimum order)",SLTS3,,
SLTSCD500,"Toilet Seat Cover Dispenser, 500 sheet capacity, 18/8 stainless steel",SLTSC,,
SLTTBN024,"Bar-B-Q Tongs, 9-1/2""L, one-piece, stainless steel (12 each minimum order)",SLTTB,,
SLTTMN008,"Tongs, 8""L, fork and spoon, one-piece, stainless steel (12 each minimum order)",SLTTM,,
SLTTS001,"Serving Spoon, 10"", multi-purpose, stainless steel (12 each minimum order)",SLTTS,,
SLTTSP001,"Serving Spoon, 8-3/8"", multi-purpose, stainless steel (12 each minimum order)",SLTTS,,
SLTWBS003,"Pan Scraper, 3"" blade, wood handle, stainless steel (12 each minimum order)",,,
SLTWBS004,"Pan Scraper, 4"" blade, wood handle, stainless steel (12 each minimum order)",,,
SLTWBS007,"Sandwich Spreader, 7-7/8"" O.A, 4"" serrated blade, rounded tip, wood handle, stainless steel, NSF (12 each minimum order)",,,
SLTWBT006,"Turner, solid, 6"" round blade, 12-1/2"" OA length, wood handle, stainless steel (12 each minimum order)",SLTWBT,,
SLTWBT010,"Turner, solid, 10"" round blade, 14-1/2"" OA length, wood handle, stainless steel (12 each minimum order)",SLTWBT,,
SLTWBT075,"Turner, solid, 7-1/2"" straight blade, 12-1/2"" OA length, wood handle, stainless steel (12 each minimum order)",SLTWBT,,
SLTWBT110,"Turner, perforated, 10"" round blade, 14"" OA length, wood handle, stainless steel (12 each minimum order)",SLTWBT,,
SLTWBT210,"Turner, solid, 10"" straight blade, 14"" OA length, wood handle, stainless steel (12 each minimum order)",SLTWBT,,
SLTWCH018,"Check Holder, 18"" L, wall mounted, slide style with ball bearings, stainless steel (12 each minimum order)",SLTWCH,,
SLTWCH024,"Check Holder, 24"" L, wall mounted, slide style with ball bearings, stainless steel (12 each minimum order)",SLTWCH,,
SLTWCH030,"Check Holder, 30"" L, wall mounted, slide style with ball bearings, stainless steel (12 each minimum order)",SLTWCH,,
SLTWCH036,"Check Holder, 36"" L, wall mounted, slide style with ball bearings, stainless steel (12 each minimum order)",SLTWCH,,
SLTWCH044,"Check Holder, 44"" L, wall mounted, slide style with ball bearings, stainless steel (12 each minimum order)",SLTWCH,,
SLTWCK007,"Clam Knife, 3-1/4"" blade, 7-1/4"" OA length, wood handle (12 each minimum order)",SLTWCK,,
SLTWDS006,"Dough Scraper, 6"" x 4"", wood handle, stainless steel, satin finish (12 each minimum order)",SLTWD,,
SLTWHT003,"Hamburger Turner, solid, 3"" x 5"" blade, 11-1/2"" OA length, wood handle, stainless steel (12 each minimum order)",,,
SLTWHT004,"Turner, solid, 4"" x 8"" oversized blade, 15-1/2"" OA length, wood handle, stainless steel (6 each minimum order)",,,
SLTWHT005,"Hamburger Turner, solid, 4"" x 5"" blade, 13-1/2"" OA length, wood handle, stainless steel (6 each minimum order)",,,
SLTWHT008,"Pizza Server, solid, 4"" x 8"" square blade, 25-1/2"" OA length, wood handle, stainless steel (6 each minimum order)",,,
SLTWMH004,"Menu/Card Clip, 4"", ring style, round flat base, stainless steel (72 each minimum order)",SLTWM,,
SLTWMH006,"Menu/Card Clip, 6"", clip style, round flat base, stainless steel (72 each minimum order)",SLTWM,,
SLTWPC002,"Pizza Cutter, 2-1/2"" wheel, 8-7/8"" OA length, plastic handle, stainless steel (12 each minimum order)",SLTWPC,,
SLTWPC004,"Pizza Cutter, 4"" wheel, 9-1/4"" OA length, plastic handle, stainless steel (12 each minimum order)",SLTWPC,,
SLTWPF013,"Pot Fork, 13"" long, riveted wood handle, stainless steel (12 each minimum order)",SLTWPF,,
SLTWPF021,"Pot Fork, 21"" long, riveted wood handle, stainless steel (12 each minimum order)",SLTWPF,,
SLTWPS002,"Pie Server, 6"", flexible, 3"" x 4-1/2"" blade, wood handle, stainless steel (12 each minimum order)",,,
SLTWPS003,"Pizza Server, 3"" x 5"" square blade, 10-1/2"" OA length, wood handle, stainless steel (12 each minimum order)",,,
SLTWPS005,"Pizza Server, 3"" x 4-1/4"" blade, wood handle, stainless steel (12 each minimum order)",,,
SLTWPS006,"Pizza Server, 2-1/2"" x 5"" blade, wood handle, stainless steel (12 each minimum order)",,,
SLTWPT003,"Pan Cake Turner, slotted, 6"" x 3"" blade, 13-1/4"" OA length, metal (24 each minimum order)",SLTWPT,,
SLTWPT003S,"Pan Cake Turner, solid, 6"" x 3"" blade, 13-1/4"" OA length, stainless steel (12 each minimum order)",SLTWPT,,
SLTWST010,"Turner, solid, 8"" x 3"" blade, 20-1/2"" OA length, wood long handle (12 each minimum order)",SLTWS,,
SLWB001,"Wine Bucket, 8 quart capacity, for use with stand SLWB003, stainless steel (6 each minimum order)",SLWB,,
SLWB003,"Wine Bucket Stand, for use with bucket SLWB001, stainless steel (3 each minimum order)",SLWB,,
SLWD001,"Sugar Spoon, 4.65"", 18/0 stainless steel, bright finish, Windsor",,,
SLWD002,"Teaspoon, 5.91"", 18/0 stainless steel, bright finish, Windsor",,,
SLWD003,"Bouillon Spoon, 5.83"", 18/0 stainless steel, bright finish, Windsor",,,
SLWD004,"Dessert Spoon, 6.97"", 18/0 stainless steel, bright finish, Windsor",,,
SLWD005,"Iced Tea Spoon, 7.99"", 18/0 stainless steel, bright finish, Windsor",,,
SLWD006,"Dinner Fork, 7.09"", 18/0 stainless steel, bright finish, Windsor",,,
SLWD007,"Salad Fork, 6.22"", 18/0 stainless steel, bright finish, Windsor",,,
SLWD008,"Oyster Fork, 5.63"", 18/0 stainless steel, bright finish, Windsor",,,
SLWD009,"Dinner Knife, 7.95"", 18/0 stainless steel, bright finish, Windsor",,,
SLWD011,"Tablespoon, 7.87"", 18/0 stainless steel, bright finish, Windsor",SLWD01,,
SLWD102,"Teaspoon, 5.93"", heavy weight, 18/0 stainless steel, bright finish, Windsor",,,
SLWD103,"Bouillon Spoon, 5.94"", heavy weight, 18/0 stainless steel, bright finish, Windsor",,,
SLWD104,"Dessert Spoon, 7.01"", heavy weight, 18/0 stainless steel, bright finish, Windsor",,,
SLWD105,"Iced Tea Spoon, 7.99"", heavy weight, 18/0 stainless steel, bright finish, Windsor",,,
SLWD106,"Dinner Fork, 7.13"", heavy weight, 18/0 stainless steel, bright finish, Windsor",,,
SLWD107,"Salad Fork, 6.04"", heavy weight, 18/0 stainless steel, bright finish, Windsor",,,
SLWD109,"Dinner Knife, 8.54"", heavy weight, 18/0 stainless steel, bright finish, Windsor",,,
SLWG001,"Wire Grate, 5"" x 10"" (1/3 size steam pan), footed, chrome plated (50 each minimum order)",SLWG0,,
SLWG002,"Wire Grate, 8"" x 10"" (1/2 size steam pan), footed, chrome plated (50 each minimum order)",SLWG0,,
SLWG003,"Wire Grate, 18"" x 10"" (full size steam pan), footed, chrome plated (50 each minimum order)",SLWG0,,
SLWG1216,"Icing/Cooling Rack, 12"" x 16-1/8"", with built-in feet, wire, chrome-plated (12 each minimum order)",SLWG1,,
SLWG1622,"Icing/Cooling Rack, 16"" x 22"", with built-in feet, wire, chrome-plated (12 each minimum order)",SLWG1,,
SLWG1624,"Icing/Cooling Rack, 16"" x 23-3/4"", with built-in feet, wire, chrome-plated (12 each minimum order)",SLWG1,,
SLWH201,"Demitasse Spoon, 4-3/10"" long, 2.1mm thick, 18/10 stainless steel, Wilshire",,,
SLWH202,"Teaspoon, 6"" long, 2.2mm thick, 18/10 stainless steel, Wilshire",,,
SLWH203,"Bouillon Spoon, 5-4/5"" long, 2.3mm thick, 18/10 stainless steel, Wilshire",,,
SLWH204,"Dinner Spoon, 7-2/5"" long, 2.9mm thick, 18/10 stainless steel, Wilshire",,,
SLWH205,"Iced Teaspoon, 7-2/5"" long, 2.4mm thick, 18/10 stainless steel, Wilshire",,,
SLWH206,"Dinner Fork, 7-2/5"" long, 2.9mm thick, 18/10 stainless steel, Wilshire",,,
SLWH207,"Salad Fork, 6-4/5"" long, 2.3mm thick, 18/10 stainless steel, Wilshire",,,
SLWH208,"Oyster Fork, 5-1/2"" long, 2.1mm thick, 18/10 stainless steel, Wilshire",,,
SLWH209,"Dinner Knife, 9-3/10"" long, 8.5mm thick, 420 stainless steel, Wilshire",,,
SLWH210,"European Dinner Spoon, 8-2/5"" long, 2.9mm thick, 18/10 stainless steel, Wilshire",,,
SLWH211,"Butter Knife, 6-4/5"" long, 2.3mm thick, 8-3/10"" long, 2.9mm thick, 18/10 stainless steel, Wilshire",,,
SLWH212,"European Dinner Fork, 8-3/10"" long, 2.9mm thick, 18/10 stainless steel, Wilshire",,,
SLWH216,"Salad Knife, 8-2/5"" long, 5.2mm thick, 420 stainless steel, Wilshire",,,
SLWK008,"Wok Serving Dish, 8"" dia., (2) handles, polished mirror finish, 18/8 stainless steel",SLWK,,
SLWK008C,"Wok Serving Dish Cover Only, 7-3/4"" dia., for 8"" dia. serving dish, knob handle, mirror polish finish, 18/8 stainless steel",SLWK,,
SLWL001,"Water Ladle, 2 quart capacity, 8-1/4"" dia., flat base, welded handle, rust-free, stainless steel, mirror-finish",SLWL,,
SLWP064,"Water Pitcher, 64 oz. capacity, handle, spout with ice guard, straight sided, stainless steel, mirror-finish",SLWP0,,
SLWPF010,"French Whip, 10""L, stainless steel wire & handle (12 each minimum order)",SLWPF,,
SLWPF012,"French Whip, 12""L, stainless steel wire & handle (12 each minimum order)",SLWPF,,
SLWPF014,"French Whip, 14""L, stainless steel wire & handle (12 each minimum order)",SLWPF,,
SLWPF016,"French Whip, 16""L, stainless steel wire & handle (12 each minimum order)",SLWPF,,
SLWPF018,"French Whip, 18""L, stainless steel wire & handle (12 each minimum order)",SLWPF,,
SLWPF020,"French Whip, 20""L, stainless steel wire & handle (12 each minimum order)",SLWPF,,
SLWPF022,"French Whip, 22""L, stainless steel wire & handle (12 each minimum order)",SLWPF,,
SLWPP110,"Piano Whip, 10""L, stainless steel wire & handle (12 each minimum order)",SLWPP,,
SLWPP112,"Piano Whip, 12""L, stainless steel wire & handle (12 each minimum order)",SLWPP,,
SLWPP114,"Piano Whip, 14""L, stainless steel wire & handle (12 each minimum order)",SLWPP,,
SLWPP116,"Piano Whip, 16""L, stainless steel wire & handle (12 each minimum order)",SLWPP,,
SLWPP118,"Piano Whip, 18""L, stainless steel wire & handle (12 each minimum order)",SLWPP,,
SLWS004P,"Sandwich Spreader, serrated blade, rounded tip, plastic handle, stainless steel, NSF (12 each minimum order)",SLWS,,
SLWT42412F,"Work Table, 24"" x 12"" x 35"", 18 gauge/430 stainless steel flat top, turn-down edges, galvanized steel adjustable undershelf & legs, 1"" adjustable plastic bullet feet, KD, NSF",SLWT4,,
SLWT42418F,"Work Table, 24"" x 18"" x 35"", 18 gauge/430 stainless steel flat top, turn-down edges, galvanized steel adjustable undershelf & legs, 1"" adjustable plastic bullet feet, KD, NSF",SLWT4,,
SLWT42424F,"Work Table, 24"" x 24"" x 35"", 18 gauge/430 stainless steel flat top, turn-down edges, galvanized steel adjustable undershelf & legs, 1"" adjustable plastic bullet feet, KD, NSF",SLWT4,,
SLWT42430F,"Work Table, 24"" x 30"" x 35"", 18 gauge/430 stainless steel flat top, turn-down edges, galvanized steel adjustable undershelf & legs, 1"" adjustable plastic bullet feet, KD, NSF",SLWT4,,
SLWT42436F,"Work Table, 24"" x 36"" x 35"", 18 gauge/430 stainless steel flat top, turn-down edges, galvanized steel adjustable undershelf & legs, 1"" adjustable plastic bullet feet, KD, NSF",SLWT4,,
SLWT42448F,"Work Table, 24"" x 48"" x 35"", 18 gauge/430 stainless steel flat top, turn-down edges, galvanized steel adjustable undershelf & legs, 1"" adjustable plastic bullet feet, KD, NSF",SLWT4,,
SLWT42448F4,"Work Table, 24"" x 48"" x 35"", 18 gauge/430 stainless steel flat top, 4"" backsplash, turn-down edges, galvanized steel adjustable undershelf & legs, 1"" adjustable plastic bullet feet, KD",SLWT4,,
SLWT42460F,"Work Table, 24"" x 60"" x 35"", 18 gauge/430 stainless steel flat top, turn-down edges, galvanized steel adjustable undershelf & legs, 1"" adjustable plastic bullet feet, KD, NSF",SLWT4,,
SLWT42460F4,"Work Table, 24"" x 60"" x 35"", 18 gauge/430 stainless steel flat top, 4"" backsplash, turn-down edges, galvanized steel adjustable undershelf & legs, 1"" adjustable plastic bullet feet, KD",SLWT4,,
SLWT42472F,"Work Table, 24"" x 72"" x 35"", 18 gauge/430 stainless steel flat top, turn-down edges, galvanized steel adjustable undershelf & legs, 1"" adjustable plastic bullet feet, KD, NSF",SLWT4,,
SLWT42472F4,"Work Table, 24"" x 72"" x 35"", 18 gauge/430 stainless steel flat top, 4"" backsplash, turn-down edges, galvanized steel adjustable undershelf & legs, 1"" adjustable plastic bullet feet, KD",SLWT4,,
SLWT42484F,"Work Table, 24"" x 84"" x 35"", 18 gauge/430 stainless steel flat top, turn-down edges, galvanized steel adjustable undershelf & 6 legs, 1"" adjustable plastic bullet feet, KD, NSF",SLWT4,,
SLWT42484F4,"Work Table, 24"" x 84"" x 35"", 18 gauge/430 stainless steel flat top, 4"" backsplash, turn-down edges, galvanized steel adjustable undershelf & 6 legs, 1"" adjustable plastic bullet feet, KD",SLWT4,,
SLWT42496F,"Work Table, 24"" x 96"" x 35"", 18 gauge/430 stainless steel flat top, turn-down edges, galvanized steel adjustable undershelf & 6 legs, 1"" adjustable plastic bullet feet, KD, NSF",SLWT4,,
SLWT42496F4,"Work Table, 24"" x 96"" x 35"", 18 gauge/430 stainless steel flat top, 4"" backsplash, turn-down edges, galvanized steel adjustable undershelf & 6 legs, 1"" adjustable plastic bullet feet, KD",SLWT4,,
SLWT43012F,"Work Table, 30"" x 12"" x 35"", 18 gauge/430 stainless steel flat top, turn-down edges, galvanized steel adjustable undershelf & legs, 1"" adjustable plastic bullet feet, KD, NSF",SLWT4,,
SLWT43018F,"Work Table, 30"" x 18"" x 35"", 18 gauge/430 stainless steel flat top, turn-down edges, galvanized steel adjustable undershelf & legs, 1"" adjustable plastic bullet feet, KD, NSF",SLWT4,,
SLWT43024F,"Work Table, 30"" x 24"" x 35"", 18 gauge/430 stainless steel flat top, turn-down edges, galvanized steel adjustable undershelf & legs, 1"" adjustable plastic bullet feet, KD, NSF",SLWT4,,
SLWT43030F,"Work Table, 30"" x 30"" x 35"", 18 gauge/430 stainless steel flat top, turn-down edges, galvanized steel adjustable undershelf & legs, 1"" adjustable plastic bullet feet, KD, NSF",SLWT4,,
SLWT43036F,"Work Table, 30"" x 36"" x 35"", 18 gauge/430 stainless steel flat top, turn-down edges, galvanized steel adjustable undershelf & legs, 1"" adjustable plastic bullet feet, KD, NSF",SLWT4,,
SLWT43048F,"Work Table, 30"" x 48"" x 35"", 18 gauge/430 stainless steel flat top, turn-down edges, galvanized steel adjustable undershelf & legs, 1"" adjustable plastic bullet feet, KD, NSF",SLWT4,,
SLWT43048F4,"Work Table, 30"" x 48"" x 35"", 18 gauge/430 stainless steel flat top, 4"" backsplash, turn-down edges, galvanized steel adjustable undershelf & legs, 1"" adjustable plastic bullet feet, KD",SLWT4,,
